Navn;Stasjon;Tid (t);Nedbør (mm);Lufttemperatur (C);Middelvind (m/s);Relativ luftfuktighet (g/m³)
Oslo - Blindern;SN18700;10.06.2024 16:00;;17.3;5.8;40
Oslo - Blindern;SN18700;10.06.2024 17:00;;17.4;5.0;40
Oslo - Blindern;SN18700;10.06.2024 18:00;;16.2;3.5;45
Oslo - Blindern;SN18700;10.06.2024 19:00;;16.3;3.0;44
Oslo - Blindern;SN18700;10.06.2024 20:00;;14.6;1.0;52
Oslo - Blindern;SN18700;10.06.2024 21:00;;12.1;2.2;68
Oslo - Blindern;SN18700;10.06.2024 22:00;;10.6;1.5;77
Oslo - Blindern;SN18700;10.06.2024 23:00;;10.1;1.4;79
Oslo - Blindern;SN18700;11.06.2024 00:00;;9.6;2.5;76
Oslo - Blindern;SN18700;11.06.2024 01:00;;9.7;1.7;77
Oslo - Blindern;SN18700;11.06.2024 02:00;;8.7;1.8;80
Oslo - Blindern;SN18700;11.06.2024 03:00;;9.9;1.4;77
Oslo - Blindern;SN18700;11.06.2024 04:00;;11.3;0.8;64
Oslo - Blindern;SN18700;11.06.2024 05:00;;13.9;1.5;49
Oslo - Blindern;SN18700;11.06.2024 06:00;;14.5;2.2;45
Oslo - Blindern;SN18700;11.06.2024 07:00;;14.1;1.9;45
Oslo - Blindern;SN18700;11.06.2024 08:00;;16.3;1.3;43
Oslo - Blindern;SN18700;11.06.2024 09:00;;16.2;1.4;40
Oslo - Blindern;SN18700;11.06.2024 10:00;;15.9;1.3;43
Oslo - Blindern;SN18700;11.06.2024 11:00;;16.3;1.8;40
Oslo - Blindern;SN18700;11.06.2024 12:00;;16.3;1.8;43
Oslo - Blindern;SN18700;11.06.2024 13:00;;16.2;1.9;46
Oslo - Blindern;SN18700;11.06.2024 14:00;;17.9;2.6;42
Oslo - Blindern;SN18700;11.06.2024 15:00;;19.1;1.6;39
Oslo - Blindern;SN18700;11.06.2024 16:00;;17.1;4.7;46
Oslo - Blindern;SN18700;11.06.2024 17:00;;16.3;1.9;53
Oslo - Blindern;SN18700;11.06.2024 18:00;;17.5;1.0;49
Oslo - Blindern;SN18700;11.06.2024 19:00;;15.5;2.9;51
Oslo - Blindern;SN18700;11.06.2024 20:00;;14.9;2.1;53
Oslo - Blindern;SN18700;11.06.2024 21:00;;13.9;2.7;64
Oslo - Blindern;SN18700;11.06.2024 22:00;;13.2;2.8;69
Oslo - Blindern;SN18700;11.06.2024 23:00;;12.1;2.8;74
Oslo - Blindern;SN18700;12.06.2024 00:00;;11.1;3.8;77
Oslo - Blindern;SN18700;12.06.2024 01:00;;11.6;4.2;71
Oslo - Blindern;SN18700;12.06.2024 02:00;;12.2;2.5;66
Oslo - Blindern;SN18700;12.06.2024 03:00;;11.6;1.9;72
Oslo - Blindern;SN18700;12.06.2024 04:00;;11.6;3.2;72
Oslo - Blindern;SN18700;12.06.2024 05:00;;11.1;3.4;75
Oslo - Blindern;SN18700;12.06.2024 06:00;;11.3;3.9;77
Oslo - Blindern;SN18700;12.06.2024 07:00;;10.8;4.0;86
Oslo - Blindern;SN18700;12.06.2024 08:00;;11.5;4.2;80
Oslo - Blindern;SN18700;12.06.2024 09:00;;13.2;4.6;76
Oslo - Blindern;SN18700;12.06.2024 10:00;;14.3;2.8;68
Oslo - Blindern;SN18700;12.06.2024 11:00;;12.4;1.3;83
Oslo - Blindern;SN18700;12.06.2024 12:00;;12.2;2.5;91
Oslo - Blindern;SN18700;12.06.2024 13:00;;13.0;2.7;91
Oslo - Blindern;SN18700;12.06.2024 14:00;;15.6;0.5;78
Oslo - Blindern;SN18700;12.06.2024 15:00;;15.9;3.6;66
Oslo - Blindern;SN18700;12.06.2024 16:00;;14.2;2.0;64
Oslo - Blindern;SN18700;12.06.2024 17:00;;14.1;2.6;75
Oslo - Blindern;SN18700;12.06.2024 18:00;;12.7;3.5;75
Oslo - Blindern;SN18700;12.06.2024 19:00;;11.7;5.2;78
Oslo - Blindern;SN18700;12.06.2024 20:00;;10.7;2.0;94
Oslo - Blindern;SN18700;12.06.2024 21:00;;10.3;2.8;92
Oslo - Blindern;SN18700;12.06.2024 22:00;;10.3;2.6;93
Oslo - Blindern;SN18700;12.06.2024 23:00;;10.6;2.4;94
Oslo - Blindern;SN18700;13.06.2024 00:00;;10.9;1.1;97
Oslo - Blindern;SN18700;13.06.2024 01:00;;10.9;1.4;94
Oslo - Blindern;SN18700;13.06.2024 02:00;;10.9;0.6;95
Oslo - Blindern;SN18700;13.06.2024 03:00;;10.7;1.8;88
Oslo - Blindern;SN18700;13.06.2024 04:00;;10.7;1.3;85
Oslo - Blindern;SN18700;13.06.2024 05:00;;10.5;1.5;83
Oslo - Blindern;SN18700;13.06.2024 06:00;;11.0;1.6;75
Oslo - Blindern;SN18700;13.06.2024 07:00;;12.1;1.2;69
Oslo - Blindern;SN18700;13.06.2024 08:00;;12.7;2.1;64
Oslo - Blindern;SN18700;13.06.2024 09:00;;13.3;3.0;57
Oslo - Blindern;SN18700;13.06.2024 10:00;;14.2;2.9;55
Oslo - Blindern;SN18700;13.06.2024 11:00;;14.8;3.3;49
Oslo - Blindern;SN18700;13.06.2024 12:00;;14.8;3.3;47
Oslo - Blindern;SN18700;13.06.2024 13:00;;15.4;2.8;48
Oslo - Blindern;SN18700;13.06.2024 14:00;;15.0;2.2;53
Oslo - Blindern;SN18700;13.06.2024 15:00;;14.4;1.9;61
Oslo - Blindern;SN18700;13.06.2024 16:00;;14.5;1.7;59
Oslo - Blindern;SN18700;13.06.2024 17:00;;12.9;2.6;68
Oslo - Blindern;SN18700;13.06.2024 18:00;;12.1;0.9;88
Oslo - Blindern;SN18700;13.06.2024 19:00;;12.2;1.8;90
Oslo - Blindern;SN18700;13.06.2024 20:00;;11.7;1.5;91
Oslo - Blindern;SN18700;13.06.2024 21:00;;11.7;0.6;90
Oslo - Blindern;SN18700;13.06.2024 22:00;;11.2;2.1;91
Oslo - Blindern;SN18700;13.06.2024 23:00;;11.0;2.0;87
Oslo - Blindern;SN18700;14.06.2024 00:00;;10.6;1.0;89
Oslo - Blindern;SN18700;14.06.2024 01:00;;10.0;2.0;92
Oslo - Blindern;SN18700;14.06.2024 02:00;;9.7;2.2;93
Oslo - Blindern;SN18700;14.06.2024 03:00;;10.0;2.2;91
Oslo - Blindern;SN18700;14.06.2024 04:00;;11.2;1.1;88
Oslo - Blindern;SN18700;14.06.2024 05:00;;12.0;1.2;79
Oslo - Blindern;SN18700;14.06.2024 06:00;;12.1;1.4;78
Oslo - Blindern;SN18700;14.06.2024 07:00;;12.5;1.5;77
Oslo - Blindern;SN18700;14.06.2024 08:00;;13.3;1.7;76
Oslo - Blindern;SN18700;14.06.2024 09:00;;14.7;2.0;56
Oslo - Blindern;SN18700;14.06.2024 10:00;;15.4;3.0;57
Oslo - Blindern;SN18700;14.06.2024 11:00;;15.9;4.3;49
Oslo - Blindern;SN18700;14.06.2024 12:00;;15.7;4.9;56
Oslo - Blindern;SN18700;14.06.2024 13:00;;15.0;4.0;59
Oslo - Blindern;SN18700;14.06.2024 14:00;;15.6;4.7;61
Oslo - Blindern;SN18700;14.06.2024 15:00;;16.0;2.6;59
Oslo - Blindern;SN18700;14.06.2024 16:00;;15.3;3.4;54
Oslo - Blindern;SN18700;14.06.2024 17:00;;15.6;3.9;60
Oslo - Blindern;SN18700;14.06.2024 18:00;;14.3;3.6;71
Oslo - Blindern;SN18700;14.06.2024 19:00;;13.4;3.1;73
Oslo - Blindern;SN18700;14.06.2024 20:00;;13.1;2.9;77
Oslo - Blindern;SN18700;14.06.2024 21:00;;12.6;1.6;84
Oslo - Blindern;SN18700;14.06.2024 22:00;;13.0;2.2;78
Oslo - Blindern;SN18700;14.06.2024 23:00;;12.3;1.6;82
Oslo - Blindern;SN18700;15.06.2024 00:00;;11.5;1.6;90
Oslo - Blindern;SN18700;15.06.2024 01:00;;11.2;2.0;92
Oslo - Blindern;SN18700;15.06.2024 02:00;;10.7;2.9;96
Oslo - Blindern;SN18700;15.06.2024 03:00;;10.9;3.1;93
Oslo - Blindern;SN18700;15.06.2024 04:00;;11.7;2.9;86
Oslo - Blindern;SN18700;15.06.2024 05:00;;12.0;3.4;84
Oslo - Blindern;SN18700;15.06.2024 06:00;;12.4;3.2;83
Oslo - Blindern;SN18700;15.06.2024 07:00;;13.0;3.4;82
Oslo - Blindern;SN18700;15.06.2024 08:00;;13.8;2.1;79
Oslo - Blindern;SN18700;15.06.2024 09:00;;15.4;2.5;72
Oslo - Blindern;SN18700;15.06.2024 10:00;;16.7;3.4;63
Oslo - Blindern;SN18700;15.06.2024 11:00;;17.8;3.9;56
Oslo - Blindern;SN18700;15.06.2024 12:00;;18.2;5.0;49
Oslo - Blindern;SN18700;15.06.2024 13:00;;19.1;3.8;46
Oslo - Blindern;SN18700;15.06.2024 14:00;;18.0;2.9;45
Oslo - Blindern;SN18700;15.06.2024 15:00;;17.7;3.7;46
Oslo - Blindern;SN18700;15.06.2024 16:00;;16.9;2.1;56
Oslo - Blindern;SN18700;15.06.2024 17:00;;16.4;4.4;56
Oslo - Blindern;SN18700;15.06.2024 18:00;;16.1;4.4;61
Oslo - Blindern;SN18700;15.06.2024 19:00;;14.5;4.4;75
Oslo - Blindern;SN18700;15.06.2024 20:00;;13.4;3.9;85
Oslo - Blindern;SN18700;15.06.2024 21:00;;12.4;4.6;88
Oslo - Blindern;SN18700;15.06.2024 22:00;;11.9;5.8;93
Oslo - Blindern;SN18700;15.06.2024 23:00;;11.8;5.7;94
Oslo - Blindern;SN18700;16.06.2024 00:00;;11.7;4.0;97
Oslo - Blindern;SN18700;16.06.2024 01:00;;12.1;2.0;99
Oslo - Blindern;SN18700;16.06.2024 02:00;;12.3;4.1;99
Oslo - Blindern;SN18700;16.06.2024 03:00;;12.4;3.8;98
Oslo - Blindern;SN18700;16.06.2024 04:00;;12.6;4.2;98
Oslo - Blindern;SN18700;16.06.2024 05:00;;12.6;4.6;92
Oslo - Blindern;SN18700;16.06.2024 06:00;;12.9;2.9;92
Oslo - Blindern;SN18700;16.06.2024 07:00;;13.5;3.6;87
Oslo - Blindern;SN18700;16.06.2024 08:00;;13.8;3.4;84
Oslo - Blindern;SN18700;16.06.2024 09:00;;14.5;4.8;80
Oslo - Blindern;SN18700;16.06.2024 10:00;;15.3;4.4;72
Oslo - Blindern;SN18700;16.06.2024 11:00;;16.0;4.5;69
Oslo - Blindern;SN18700;16.06.2024 12:00;;16.9;5.5;63
Oslo - Blindern;SN18700;16.06.2024 13:00;;17.7;5.7;58
Oslo - Blindern;SN18700;16.06.2024 14:00;;18.0;4.8;54
Oslo - Blindern;SN18700;16.06.2024 15:00;;17.2;5.5;59
Oslo - Blindern;SN18700;16.06.2024 16:00;;16.3;4.9;64
Oslo - Blindern;SN18700;16.06.2024 17:00;;15.9;2.9;69
Oslo - Blindern;SN18700;16.06.2024 18:00;;15.7;1.2;71
Oslo - Blindern;SN18700;16.06.2024 19:00;;15.6;2.1;67
Oslo - Blindern;SN18700;16.06.2024 20:00;;15.2;2.6;75
Oslo - Blindern;SN18700;16.06.2024 21:00;;14.5;1.7;79
Oslo - Blindern;SN18700;16.06.2024 22:00;;14.1;1.9;83
Oslo - Blindern;SN18700;16.06.2024 23:00;;13.9;3.2;83
Oslo - Blindern;SN18700;17.06.2024 00:00;;13.6;3.4;82
Oslo - Blindern;SN18700;17.06.2024 01:00;;14.0;2.5;79
Oslo - Blindern;SN18700;17.06.2024 02:00;;13.4;2.7;86
Oslo - Blindern;SN18700;17.06.2024 03:00;;12.7;2.2;97
Oslo - Blindern;SN18700;17.06.2024 04:00;;12.7;2.8;96
Oslo - Blindern;SN18700;17.06.2024 05:00;;12.6;2.6;95
Oslo - Blindern;SN18700;17.06.2024 06:00;;12.8;3.1;95
Oslo - Blindern;SN18700;17.06.2024 07:00;;13.4;3.0;92
Oslo - Blindern;SN18700;17.06.2024 08:00;;14.2;3.8;83
Oslo - Blindern;SN18700;17.06.2024 09:00;;15.2;2.8;82
Oslo - Blindern;SN18700;17.06.2024 10:00;;15.4;1.7;88
Oslo - Blindern;SN18700;17.06.2024 11:00;;17.0;2.9;69
Oslo - Blindern;SN18700;17.06.2024 12:00;;16.7;5.3;68
Oslo - Blindern;SN18700;17.06.2024 13:00;;16.9;5.4;57
Oslo - Blindern;SN18700;17.06.2024 14:00;;17.4;4.4;57
Oslo - Blindern;SN18700;17.06.2024 15:00;;17.4;4.4;57
Oslo - Blindern;SN18700;17.06.2024 16:00;;17.8;3.3;52
Oslo - Blindern;SN18700;17.06.2024 17:00;;17.5;2.9;49
Oslo - Blindern;SN18700;17.06.2024 18:00;;17.3;2.9;55
Oslo - Blindern;SN18700;17.06.2024 19:00;;16.5;2.5;58
Oslo - Blindern;SN18700;17.06.2024 20:00;;15.1;2.9;63
Oslo - Blindern;SN18700;17.06.2024 21:00;;14.0;2.2;84
Oslo - Blindern;SN18700;17.06.2024 22:00;;13.3;2.5;89
Oslo - Blindern;SN18700;17.06.2024 23:00;;12.7;2.8;94
Oslo - Blindern;SN18700;18.06.2024 00:00;;12.5;2.1;98
Oslo - Blindern;SN18700;18.06.2024 01:00;;11.9;0.8;98
Oslo - Blindern;SN18700;18.06.2024 02:00;;11.6;1.6;98
Oslo - Blindern;SN18700;18.06.2024 03:00;;12.2;1.0;94
Oslo - Blindern;SN18700;18.06.2024 04:00;;12.6;1.7;89
Oslo - Blindern;SN18700;18.06.2024 05:00;;12.6;3.0;90
Oslo - Blindern;SN18700;18.06.2024 06:00;;12.8;3.1;92
Oslo - Blindern;SN18700;18.06.2024 07:00;;12.3;2.8;96
Oslo - Blindern;SN18700;18.06.2024 08:00;;13.5;2.6;89
Oslo - Blindern;SN18700;18.06.2024 09:00;;13.2;3.1;87
Oslo - Blindern;SN18700;18.06.2024 10:00;;14.0;3.4;79
Oslo - Blindern;SN18700;18.06.2024 11:00;;14.7;3.9;74
Oslo - Blindern;SN18700;18.06.2024 12:00;;14.9;4.0;71
Oslo - Blindern;SN18700;18.06.2024 13:00;;12.3;3.2;92
Oslo - Blindern;SN18700;18.06.2024 14:00;;12.8;1.2;90
Oslo - Blindern;SN18700;18.06.2024 15:00;;15.0;1.8;83
Oslo - Blindern;SN18700;18.06.2024 16:00;;13.9;2.0;88
Oslo - Blindern;SN18700;18.06.2024 17:00;;15.6;1.7;69
Oslo - Blindern;SN18700;18.06.2024 18:00;;15.5;2.5;74
Oslo - Blindern;SN18700;18.06.2024 19:00;;15.2;2.1;84
Oslo - Blindern;SN18700;18.06.2024 20:00;;14.2;2.9;85
Oslo - Blindern;SN18700;18.06.2024 21:00;;12.9;1.8;94
Oslo - Blindern;SN18700;18.06.2024 22:00;;11.7;0.8;97
Oslo - Blindern;SN18700;18.06.2024 23:00;;11.0;0.9;99
Oslo - Blindern;SN18700;19.06.2024 00:00;;10.7;1.4;100
Oslo - Blindern;SN18700;19.06.2024 01:00;;9.9;1.4;100
Oslo - Blindern;SN18700;19.06.2024 02:00;;10.1;1.9;100
Oslo - Blindern;SN18700;19.06.2024 03:00;;10.9;1.0;98
Oslo - Blindern;SN18700;19.06.2024 04:00;;12.3;1.3;94
Oslo - Blindern;SN18700;19.06.2024 05:00;;14.0;0.6;75
Oslo - Blindern;SN18700;19.06.2024 06:00;;15.6;1.6;65
Oslo - Blindern;SN18700;19.06.2024 07:00;;16.6;2.2;55
Oslo - Blindern;SN18700;19.06.2024 08:00;;17.0;1.6;55
Oslo - Blindern;SN18700;19.06.2024 09:00;;17.9;1.0;55
Oslo - Blindern;SN18700;19.06.2024 10:00;;19.0;1.1;48
Oslo - Blindern;SN18700;19.06.2024 11:00;;19.3;2.9;53
Oslo - Blindern;SN18700;19.06.2024 12:00;;17.4;1.3;68
Oslo - Blindern;SN18700;19.06.2024 13:00;;20.0;1.5;39
Oslo - Blindern;SN18700;19.06.2024 14:00;;19.6;2.4;45
Oslo - Blindern;SN18700;19.06.2024 15:00;;19.7;3.6;42
Oslo - Blindern;SN18700;19.06.2024 16:00;;19.2;2.7;43
Oslo - Blindern;SN18700;19.06.2024 17:00;;16.8;2.5;66
Oslo - Blindern;SN18700;19.06.2024 18:00;;17.6;2.6;62
Oslo - Blindern;SN18700;19.06.2024 19:00;;16.8;1.5;73
Oslo - Blindern;SN18700;19.06.2024 20:00;;15.5;1.5;76
Oslo - Blindern;SN18700;19.06.2024 21:00;;15.2;1.5;87
Oslo - Blindern;SN18700;19.06.2024 22:00;;14.2;1.1;80
Oslo - Blindern;SN18700;19.06.2024 23:00;;14.0;1.4;57
Oslo - Blindern;SN18700;20.06.2024 00:00;;13.3;1.5;58
Oslo - Blindern;SN18700;20.06.2024 01:00;;13.1;3.5;54
Oslo - Blindern;SN18700;20.06.2024 02:00;;12.9;2.2;49
Oslo - Blindern;SN18700;20.06.2024 03:00;;11.7;2.9;65
Oslo - Blindern;SN18700;20.06.2024 04:00;;11.4;2.1;67
Oslo - Blindern;SN18700;20.06.2024 05:00;;12.1;2.9;67
Oslo - Blindern;SN18700;20.06.2024 06:00;;14.1;2.3;62
Oslo - Blindern;SN18700;20.06.2024 07:00;;14.6;3.2;54
Oslo - Blindern;SN18700;20.06.2024 08:00;;16.0;4.3;48
Oslo - Blindern;SN18700;20.06.2024 09:00;;17.3;4.3;46
Oslo - Blindern;SN18700;20.06.2024 10:00;;17.2;4.7;45
Oslo - Blindern;SN18700;20.06.2024 11:00;;19.3;5.0;44
Oslo - Blindern;SN18700;20.06.2024 12:00;;19.8;3.5;42
Oslo - Blindern;SN18700;20.06.2024 13:00;;19.7;4.5;43
Oslo - Blindern;SN18700;20.06.2024 14:00;;20.4;4.4;42
Oslo - Blindern;SN18700;20.06.2024 15:00;;21.4;4.9;33
Oslo - Blindern;SN18700;20.06.2024 16:00;;21.2;5.7;34
Oslo - Blindern;SN18700;20.06.2024 17:00;;20.2;6.1;35
Oslo - Blindern;SN18700;20.06.2024 18:00;;19.0;4.4;36
Oslo - Blindern;SN18700;20.06.2024 19:00;;17.9;3.7;40
Oslo - Blindern;SN18700;20.06.2024 20:00;;16.1;4.0;49
Oslo - Blindern;SN18700;20.06.2024 21:00;;15.3;3.6;54
Oslo - Blindern;SN18700;20.06.2024 22:00;;13.9;2.2;58
Oslo - Blindern;SN18700;20.06.2024 23:00;;13.1;2.5;62
Oslo - Blindern;SN18700;21.06.2024 00:00;;11.2;1.4;72
Oslo - Blindern;SN18700;21.06.2024 01:00;;11.9;3.3;76
Oslo - Blindern;SN18700;21.06.2024 02:00;;11.0;2.1;71
Oslo - Blindern;SN18700;21.06.2024 03:00;;10.4;1.0;77
Oslo - Blindern;SN18700;21.06.2024 04:00;;11.7;1.5;69
Oslo - Blindern;SN18700;21.06.2024 05:00;;13.4;0.3;56
Oslo - Blindern;SN18700;21.06.2024 06:00;;14.7;1.3;52
Oslo - Blindern;SN18700;21.06.2024 07:00;;16.2;1.5;49
Oslo - Blindern;SN18700;21.06.2024 08:00;;16.9;1.2;47
Oslo - Blindern;SN18700;21.06.2024 09:00;;17.8;2.5;42
Oslo - Blindern;SN18700;21.06.2024 10:00;;17.9;2.8;37
Oslo - Blindern;SN18700;21.06.2024 11:00;;19.1;2.9;39
Oslo - Blindern;SN18700;21.06.2024 12:00;;20.1;3.0;38
Oslo - Blindern;SN18700;21.06.2024 13:00;;20.5;2.8;38
Oslo - Blindern;SN18700;21.06.2024 14:00;;20.6;5.3;46
Oslo - Blindern;SN18700;21.06.2024 15:00;;20.3;3.5;49
Oslo - Blindern;SN18700;21.06.2024 16:00;;20.3;3.9;46
Oslo - Blindern;SN18700;21.06.2024 17:00;;19.6;4.9;46
Oslo - Blindern;SN18700;21.06.2024 18:00;;19.3;2.6;44
Oslo - Blindern;SN18700;21.06.2024 19:00;;18.4;2.7;50
Oslo - Blindern;SN18700;21.06.2024 20:00;;16.5;2.9;66
Oslo - Blindern;SN18700;21.06.2024 21:00;;15.4;1.2;74
Oslo - Blindern;SN18700;21.06.2024 22:00;;13.6;1.1;85
Oslo - Blindern;SN18700;21.06.2024 23:00;;12.1;1.0;88
Oslo - Blindern;SN18700;22.06.2024 00:00;;11.4;1.5;90
Oslo - Blindern;SN18700;22.06.2024 01:00;;11.4;2.4;88
Oslo - Blindern;SN18700;22.06.2024 02:00;;11.2;2.6;89
Oslo - Blindern;SN18700;22.06.2024 03:00;;12.3;1.8;86
Oslo - Blindern;SN18700;22.06.2024 04:00;;14.2;2.8;73
Oslo - Blindern;SN18700;22.06.2024 05:00;;13.9;0.8;78
Oslo - Blindern;SN18700;22.06.2024 06:00;;15.8;1.7;66
Oslo - Blindern;SN18700;22.06.2024 07:00;;16.6;3.1;61
Oslo - Blindern;SN18700;22.06.2024 08:00;;17.0;2.5;60
Oslo - Blindern;SN18700;22.06.2024 09:00;;17.3;3.2;60
Oslo - Blindern;SN18700;22.06.2024 10:00;;15.7;3.0;74
Oslo - Blindern;SN18700;22.06.2024 11:00;;14.6;1.0;89
Oslo - Blindern;SN18700;22.06.2024 12:00;;14.3;0.5;93
Oslo - Blindern;SN18700;22.06.2024 13:00;;14.3;2.2;85
Oslo - Blindern;SN18700;22.06.2024 14:00;;14.4;3.3;88
Oslo - Blindern;SN18700;22.06.2024 15:00;;14.8;2.7;85
Oslo - Blindern;SN18700;22.06.2024 16:00;;14.6;3.9;87
Oslo - Blindern;SN18700;22.06.2024 17:00;;14.1;3.4;94
Oslo - Blindern;SN18700;22.06.2024 18:00;;14.2;3.8;91
Oslo - Blindern;SN18700;22.06.2024 19:00;;13.0;3.3;87
Oslo - Blindern;SN18700;22.06.2024 20:00;;12.5;2.1;90
Oslo - Blindern;SN18700;22.06.2024 21:00;;12.5;0.8;90
Oslo - Blindern;SN18700;22.06.2024 22:00;;11.9;0.7;95
Oslo - Blindern;SN18700;22.06.2024 23:00;;11.4;1.3;98
Oslo - Blindern;SN18700;23.06.2024 00:00;;11.2;1.0;99
Oslo - Blindern;SN18700;23.06.2024 01:00;;11.6;1.9;100
Oslo - Blindern;SN18700;23.06.2024 02:00;;11.5;0.3;99
Oslo - Blindern;SN18700;23.06.2024 03:00;;11.6;1.4;95
Oslo - Blindern;SN18700;23.06.2024 04:00;;11.7;0.1;97
Oslo - Blindern;SN18700;23.06.2024 05:00;;12.1;0.2;96
Oslo - Blindern;SN18700;23.06.2024 06:00;;13.8;0.5;82
Oslo - Blindern;SN18700;23.06.2024 07:00;;15.0;1.8;73
Oslo - Blindern;SN18700;23.06.2024 08:00;;14.7;2.0;79
Oslo - Blindern;SN18700;23.06.2024 09:00;;15.0;2.8;77
Oslo - Blindern;SN18700;23.06.2024 10:00;;16.5;2.4;64
Oslo - Blindern;SN18700;23.06.2024 11:00;;17.7;2.3;60
Oslo - Blindern;SN18700;23.06.2024 12:00;;18.5;2.9;62
Oslo - Blindern;SN18700;23.06.2024 13:00;;19.4;1.7;58
Oslo - Blindern;SN18700;23.06.2024 14:00;;19.0;4.3;64
Oslo - Blindern;SN18700;23.06.2024 15:00;;19.1;4.3;67
Oslo - Blindern;SN18700;23.06.2024 16:00;;19.2;4.2;69
Oslo - Blindern;SN18700;23.06.2024 17:00;;18.7;3.9;64
Oslo - Blindern;SN18700;23.06.2024 18:00;;18.3;3.4;70
Oslo - Blindern;SN18700;23.06.2024 19:00;;18.4;2.8;75
Oslo - Blindern;SN18700;23.06.2024 20:00;;17.4;1.5;81
Oslo - Blindern;SN18700;23.06.2024 21:00;;16.3;1.7;91
Oslo - Blindern;SN18700;23.06.2024 22:00;;15.1;1.1;96
Oslo - Blindern;SN18700;23.06.2024 23:00;;13.7;1.4;97
Oslo - Blindern;SN18700;24.06.2024 00:00;;13.0;1.9;97
Oslo - Blindern;SN18700;24.06.2024 01:00;;12.5;1.7;94
Oslo - Blindern;SN18700;24.06.2024 02:00;;11.4;0.4;93
Oslo - Blindern;SN18700;24.06.2024 03:00;;12.3;2.2;81
Oslo - Blindern;SN18700;24.06.2024 04:00;;14.3;1.1;66
Oslo - Blindern;SN18700;24.06.2024 05:00;;15.1;1.5;62
Oslo - Blindern;SN18700;24.06.2024 06:00;;17.4;1.3;51
Oslo - Blindern;SN18700;24.06.2024 07:00;;18.1;2.0;53
Oslo - Blindern;SN18700;24.06.2024 08:00;;19.0;1.5;54
Oslo - Blindern;SN18700;24.06.2024 09:00;;19.6;2.2;48
Oslo - Blindern;SN18700;24.06.2024 10:00;;20.7;1.9;46
Oslo - Blindern;SN18700;24.06.2024 11:00;;21.2;2.1;30
Oslo - Blindern;SN18700;24.06.2024 12:00;;21.5;2.9;33
Oslo - Blindern;SN18700;24.06.2024 13:00;;22.5;2.3;37
Oslo - Blindern;SN18700;24.06.2024 14:00;;23.4;2.5;35
Oslo - Blindern;SN18700;24.06.2024 15:00;;23.3;2.6;37
Oslo - Blindern;SN18700;24.06.2024 16:00;;23.6;3.3;37
Oslo - Blindern;SN18700;24.06.2024 17:00;;23.0;4.4;41
Oslo - Blindern;SN18700;24.06.2024 18:00;;22.2;3.4;45
Oslo - Blindern;SN18700;24.06.2024 19:00;;20.7;4.1;47
Oslo - Blindern;SN18700;24.06.2024 20:00;;19.2;3.3;58
Oslo - Blindern;SN18700;24.06.2024 21:00;;17.8;2.4;73
Oslo - Blindern;SN18700;24.06.2024 22:00;;16.9;2.7;82
Oslo - Blindern;SN18700;24.06.2024 23:00;;15.7;2.0;89
Oslo - Blindern;SN18700;25.06.2024 00:00;;15.1;1.8;94
Oslo - Blindern;SN18700;25.06.2024 01:00;;14.7;1.7;98
Oslo - Blindern;SN18700;25.06.2024 02:00;;14.8;2.3;96
Oslo - Blindern;SN18700;25.06.2024 03:00;;14.7;2.6;93
Oslo - Blindern;SN18700;25.06.2024 04:00;;14.7;2.6;94
Oslo - Blindern;SN18700;25.06.2024 05:00;;15.1;2.4;89
Oslo - Blindern;SN18700;25.06.2024 06:00;;15.6;3.1;84
Oslo - Blindern;SN18700;25.06.2024 07:00;;16.7;3.5;77
Oslo - Blindern;SN18700;25.06.2024 08:00;;17.4;3.4;74
Oslo - Blindern;SN18700;25.06.2024 09:00;;18.4;3.6;67
Oslo - Blindern;SN18700;25.06.2024 10:00;;19.3;3.3;61
Oslo - Blindern;SN18700;25.06.2024 11:00;;20.4;2.9;59
Oslo - Blindern;SN18700;25.06.2024 12:00;;20.6;4.0;58
Oslo - Blindern;SN18700;25.06.2024 13:00;;20.5;4.5;61
Oslo - Blindern;SN18700;25.06.2024 14:00;;20.8;4.5;53
Oslo - Blindern;SN18700;25.06.2024 15:00;;20.9;4.0;56
Oslo - Blindern;SN18700;25.06.2024 16:00;;20.6;3.6;55
Oslo - Blindern;SN18700;25.06.2024 17:00;;18.9;3.1;69
Oslo - Blindern;SN18700;25.06.2024 18:00;;18.6;3.5;74
Oslo - Blindern;SN18700;25.06.2024 19:00;;17.7;2.5;82
Oslo - Blindern;SN18700;25.06.2024 20:00;;17.2;2.1;85
Oslo - Blindern;SN18700;25.06.2024 21:00;;16.9;3.1;85
Oslo - Blindern;SN18700;25.06.2024 22:00;;16.3;2.7;88
Oslo - Blindern;SN18700;25.06.2024 23:00;;16.0;2.1;90
Oslo - Blindern;SN18700;26.06.2024 00:00;;15.8;1.6;91
Oslo - Blindern;SN18700;26.06.2024 01:00;;15.7;1.7;93
Oslo - Blindern;SN18700;26.06.2024 02:00;;15.6;1.7;94
Oslo - Blindern;SN18700;26.06.2024 03:00;;15.5;1.8;94
Oslo - Blindern;SN18700;26.06.2024 04:00;;15.4;1.3;94
Oslo - Blindern;SN18700;26.06.2024 05:00;;15.5;1.0;94
Oslo - Blindern;SN18700;26.06.2024 06:00;;15.5;1.5;94
Oslo - Blindern;SN18700;26.06.2024 07:00;;15.8;1.7;93
